epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc
27,0.2675677160332779,0.8994488145063023,0.8353324558682547,0.9495850732464515,0.2855749773492376,0.894558085625865,0.8296205092711277,0.9452969196783119
28,0.2684526313653963,0.8992941610351532,0.8350354860166828,0.9494008542058948,0.2608232922644254,0.9029062862890175,0.8404099088741014,0.9498943921579308
29,0.26114414100295413,0.9021766273799294,0.8391233543435971,0.9507085415655505,0.25751113042650947,0.9055202061911504,0.8448584018000569,0.9502637946748164
30,0.26482033741450356,0.9006450585500447,0.8371644601255596,0.9501700810567586,0.26916641050363443,0.899522793720443,0.8345704707966383,0.9483456834853883
31,0.2593655709303663,0.9028825431526778,0.840185137447007,0.9511232357063217,0.2641032131841458,0.901312376635958,0.838506356890933,0.9488333492165067
32,0.2557916332764956,0.9039639763370484,0.8421321061556925,0.9517396005565772,0.2482693315561549,0.9090891323716517,0.8502598606732737,0.9519488778247301
33,0.2543492719843359,0.9045303302729677,0.8426865039471381,0.9518600185950121,0.2439813538198452,0.9105475350205167,0.8520381633503978,0.9528511069210402
34,0.251988581591797,0.9057863622963309,0.8441630095064997,0.9523839208180319,0.256432612459973,0.9049696879557879,0.8429455612285204,0.950155010023915
35,0.2543591698650233,0.9048990526361141,0.8430877828788377,0.9518982912014107,0.2539876150004417,0.904849676496954,0.8433597660159685,0.9511405039593518
36,0.2524192749175007,0.9056224173414493,0.8439139672620092,0.9522601163791801,0.24979370467335105,0.909274347987308,0.8503988259342087,0.9518386719236336
37,0.25718666687087266,0.9035989903285356,0.8410851740670537,0.9513525096718185,0.25090307172432363,0.9070292150831792,0.8471928880034215,0.9518821940004113
38,0.26404135034023646,0.9012235474443722,0.8376993452479502,0.950209077008946,0.284591602139264,0.897104444019348,0.8315329114754362,0.9465525857955811
39,0.25591075030004906,0.90434141846712,0.8422422948592675,0.9515360072701277,0.2509010359348054,0.907178652951442,0.8473925858854773,0.9515413713170238
40,0.24661946387407546,0.9073886854681902,0.8465896405859622,0.9531216821270788,0.25059895131336263,0.9084987258056245,0.8485784407155922,0.951656151577771
41,0.24451069196243724,0.908201728990216,0.847810784916202,0.9533540836113418,0.24190420491168224,0.9116144116181302,0.8532305974884337,0.9532200838940077
42,0.24378786210022763,0.907786848837744,0.8473704495948707,0.9535759090187544,0.24636570052559156,0.9079905814858547,0.848775077388581,0.9521980817574429
43,0.2444742221883433,0.9081298266937157,0.8478920599538647,0.9534351440246948,0.2444119611940536,0.9109774823207779,0.8534348751919203,0.9529789524724284
44,0.24062235039210844,0.9094460984309038,0.8497477424239922,0.9539712936340454,0.24193348299222164,0.9111907247053199,0.8530453531390643,0.9533221028240554
45,0.2411297694844995,0.9094985741341185,0.8497797251937395,0.9539965859906164,0.23563943806278753,0.9126700972655855,0.8552910400576801,0.9542674208542266
46,0.24710177229401356,0.9076065431811853,0.8468267719545765,0.9527889754243953,0.25573610977466366,0.9055135494684318,0.8445624189072871,0.9506157878860534
47,0.239709063962905,0.9096939974202367,0.8501817373458497,0.9541037687046561,0.23417326392405535,0.914194470145313,0.8576381161393397,0.9548642537983291
48,0.23694063639807367,0.9108284216322109,0.8520515764544824,0.9547000188313558,0.239906306731036,0.9122764748406125,0.8552183202538357,0.9540826740017925
49,0.2433057253262002,0.9087508959089686,0.8485583889032314,0.9535155343914222,0.26149268932195296,0.902874391154939,0.8409696463569701,0.9492026199382615
50,0.23942266064445059,0.9102369445764614,0.8509364817551748,0.9543645005978034,0.24175951511142738,0.911090018977207,0.8523902180660293,0.9532899540734006
